gap
-81.74938
-82.51644
-77.7075
-69.44718
-78.81493
-84.24918
-69.74021
-64.69095
-80.9966
-71.79681
-70.86398
-78.341324
-83.33369
-84.61898
-74.52823
-83.34276
-85.77011
-73.302
-79.611374
-78.55216
-76.71393
-80.955
-86.01405
-69.53498
-86.344986
-72.90098
-77.99167
-82.74211
-80.39341
-81.02526
-83.01707
-83.59689
-82.78262
-84.540016
-73.98405
-76.20514
-81.9035
-75.956314
-71.461815
-84.59985
-73.97755
-82.212585
-80.57365
-58.443844
-89.14766
-76.46825
-86.097755
-77.90957
-78.940285
-77.38744
-70.49121
-79.41827
-79.43274
-69.976814
-71.14159
-83.66184
-69.64166
-70.48064
-77.45455
-74.65962
-87.09165
-78.58426
-66.63512
-88.06374
-80.64658
-78.90509
-75.161514
-86.793686
-75.893486
-72.79397
-69.4002
-83.18354
-80.438934
-79.26577
-74.27103
-76.60883
-72.24345
-85.98007
-80.308495
-75.86535
-83.23012
-73.610405
-83.85345
-75.39814
-71.5267
-78.332344
-76.1159
-72.63397
-68.09677
-70.47655
-81.55887
-70.881096
-73.56464
-64.94755
-69.5276
-73.770164
-70.218925
-81.36232
-71.59983
-68.51534
-72.97677
-72.46196
-75.71789
-67.88557
-84.415695
-75.348694
-77.11561
-81.56952
-79.25978
-84.45833
-83.29569
-83.50986
-78.50564
-69.368835
-71.7766
-83.45668
-76.505104
-65.273834
-87.43495
-87.08062
-66.70985
-77.68889
-75.66437
-75.73942
-84.118256
-72.477234
-77.77217
-84.14594
-80.131134
-85.14427
-79.975334
-74.07988
-82.59674
-74.34326
-76.89306
-68.67179
-77.40645
-88.49023
-78.3615
-80.73846
-84.30488
-74.5262
-84.72393
-85.311905
-71.409836
-79.079666
-76.080536
-79.34625
-81.303604
-84.57003
-77.126686
-84.01234
-84.84489
-83.72137
-84.22016
-85.92183
-82.80084
-70.40643
-89.697235
-73.15053
-74.77039
-80.80912
-87.09355
-79.47718
-79.80605
-82.8317
-92.040085
-71.49185
-74.28609
-65.74573
-81.30194
-78.09406
-75.36872
-78.93316
-78.54865
-80.818
-69.434456
-71.498474
-82.732864
-82.37816
-83.409134
-61.840385
-77.56558
-62.780064
-80.64419
-81.46898
-82.845695
-87.76356
-85.24559
-77.59963
-87.128
-75.38802
-66.53294
-78.33046
-91.898575
-77.55694
-78.10668
-79.53331
-60.32828
-86.99649
-81.0416
-86.44377
-71.55951
-63.605247
-83.25946
-68.45052
-73.06217
-81.74249
-81.82895
-69.52951
-78.5167
-79.06286
-80.199936
-79.12327
-71.712364
-69.84695
-71.11837
-81.88986
-69.99734
-69.2841
-77.56284
-78.46918
-85.642914
-75.15233
-83.12589
-76.4794
-84.39777
-69.99961
-75.46565
-88.669235
-73.25089
-78.51861
-84.20181
-69.09024
-73.24575
-79.00204
-76.93028
-67.83266
-73.768196
-77.85093
-82.598145
-74.77593
-85.71394
-85.45049
-72.94081
-78.37449
-80.68598
-70.61341
-79.89797
-71.81975
-81.43139
-80.33012
-76.27262
-85.91222
-77.737335
-80.076096
-82.18292
-85.39261
-84.69351
-88.15784
-84.335365
-72.46407
-74.72309
-75.068886
-82.854225
-91.06026
-85.67061
-77.020485
-78.650375
-77.045135
-73.018684
-77.2563
-73.98901
-78.722115
-76.34882
-64.7364
-73.376015
-64.4436
-67.08558
-84.68957
-77.39368
-69.70752
-80.164925
-81.09279
-80.37204
-86.03433
-75.741356
-75.19623
-80.97209
-87.291115
-72.72231
-80.99313
-85.56721
-83.78984
-70.1957
-71.67537
-77.64221
-60.378284
-68.20265
-73.44094
-74.95535
-81.12895
-85.11399
-70.28066
-83.11385
-80.24053
-84.55821
-83.468796
-64.248215
-77.18146
-86.17072
-74.91342
